Trip ID,Booking User ID,Pick Up Latitude,Pick Up Longitude,Drop Off Latitude,Drop Off Longitude,Pick Up Address,Drop Off Address,Trip Date and Time,Total Passengers,Age
733526,184528,30.2395576,-97.7280134,30.2674331,-97.7397601,"Riverside, E Riverside Dr, Austin, United States, 78741","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 22:42,7,21
733525,595571,30.2453377,-97.7793828,30.2923127,-97.7406588,"South Lamar, S Lamar Blvd, Austin, United States, 78704","300 West 27th Street, Austin, TX, USA",9/6/25 22:41,7,21
733520,73494,30.2941768,-97.742407,30.290488,-97.748764,"West Campus, Guadalupe St, Austin, United States, 78705","University of Texas KA house, Leon Street, Austin, TX, USA",9/6/25 22:35,10,23
733515,534163,30.2845959,-97.743705,30.2897889,-97.7488882,"West Campus, Nueces St, Austin, United States, 78705","Sigma Alpha Mu, Leon Street, Austin, TX, USA",9/6/25 22:34,8,32
733514,206101,30.2545345,-97.7613897,30.2640032,-97.7287525,"Zilker, S Lamar Blvd, Austin, United States, 78704","Latchkey, East 6th Street, Austin, TX, USA",9/6/25 22:43,13,24
733500,73327,30.2971822,-97.7330478,30.2915304,-97.7413923,"North University, E 34th St, Austin, United States, 78705","Mockingbird Saloon, Guadalupe Street, Austin, TX, USA",9/6/25 22:35,14,21
733497,296283,30.2595862,-97.7383392,30.2662955,-97.7451516,"Downtown, Rainey St, Austin, United States, 78701","Coconut Club, Colorado Street, Austin, TX, USA",9/6/25 22:30,11,26
733496,310671,30.2903008,-97.733042,30.2703075,-97.7484259,"Hancock, Elmwood Pl, Austin, United States, 78705","Wiggle Room, Nueces Street, Austin, TX, USA",9/6/25 22:28,14,19
733494,33383,30.2612735,-97.7587164,30.2757346,-97.7420775,"Barton Springs, S Lamar Blvd, Austin, United States, 78704","The Cloak Room, Colorado Street, Austin, TX, USA",9/6/25 22:35,8,22
733492,207351,30.2849369,-97.7437057,30.2897889,-97.7488882,"West Campus, W 22nd St, Austin, United States, 78705","Sigma Alpha Mu, Leon Street, Austin, TX, USA",9/6/25 22:33,8,20
733477,96566,30.2588411,-97.7332843,30.2640032,-97.7287525,"1111 Willow Street, Austin, TX, USA","Latchkey, East 6th Street, Austin, TX, USA",9/6/25 22:32,12,25
733456,329697,30.2904462,-97.7488571,30.2703075,-97.7484259,"West Campus, Leon St, Austin, United States, 78705","Wiggle Room, Nueces Street, Austin, TX, USA",9/6/25 22:32,8,19
733449,525976,30.2932567,-97.8355487,30.2670288,-97.7383848,"East Oak Hill, Castle Ridge Rd, Austin, United States, 78746","Mala Fama, East 6th Street, Austin, TX, USA",9/6/25 22:39,7,28
733443,418605,30.2853134,-97.7429459,30.2669106,-97.7391248,"The Drag, W 22nd St, Austin, United States, 78705","The Aquarium on 6th, East 6th Street, Austin, TX, USA",9/6/25 22:30,8,18
733440,56524,30.2877699,-97.7461857,30.2640032,-97.7287525,"West Campus, W 24th St, Austin, United States, 78705","Latchkey, East 6th Street, Austin, TX, USA",9/6/25 22:33,10,21
733439,254854,30.2874488,-97.7443717,30.290488,-97.748764,"The Drag, Rio Grande St, Austin, United States, 78705","University of Texas KA house, Leon Street, Austin, TX, USA",9/6/25 22:35,7,19
733436,126546,30.2452812,-97.7794977,30.2913639,-97.7480929,"South Lamar, S Lamar Blvd, Austin, United States, 78704","Kappa Sigma, West 26th Street, Austin, TX, USA",9/6/25 22:35,8,21
733432,100226,30.2979746,-97.7404379,30.2809508,-97.7832425,"North University, Wheeler St, Austin, United States, 78705","2805 Stratford Drive, Austin, TX, USA",9/6/25 22:26,5,34
733430,40925,30.2391241,-97.7561071,30.2675505,-97.7439407,"Dawson, Euclid Ave, Austin, United States, 78704","LUNA Rooftop, West 5th Street, Austin, TX, USA",9/6/25 22:48,8,27
733416,429950,30.2967827,-97.6585032,30.2838014,-97.7442694,"Mlk-183, Loyola Ln, Austin, United States, 78723","2020 Nueces Street, Austin, TX, USA",9/6/25 22:33,9,21
733409,212220,30.2610443,-97.7604466,30.2741122,-97.7633659,"Barton Springs, Hillmont St, Austin, United States, 78704","Donn's Depot, West 5th Street, Austin, TX, USA",9/6/25 22:31,11,24
733408,233697,30.2857261,-97.742804,30.2669106,-97.7391248,"The Drag, San Antonio St, Austin, United States, 78705","The Aquarium on 6th, East 6th Street, Austin, TX, USA",9/6/25 22:28,7,22
733407,186730,30.3367911,-97.9643212,30.2703075,-97.7484259,"Travis Southwest, Far Vela Ln, Lakeway, United States, 78734","Wiggle Room, Nueces Street, Austin, TX, USA",9/6/25 22:49,14,20
733396,182798,30.2450312,-97.7793273,30.2890937,-97.7469643,"South Lamar, S Lamar Blvd, Austin, United States, 78704","Sigma Alpha Epsilon, Pearl Street, Austin, TX, USA",9/6/25 22:27,13,20
733379,88154,30.2900831,-97.7424063,30.2670911,-97.7368338,"The Drag, San Antonio St, Austin, United States, 78705","Barbarella Austin, Red River Street, Austin, TX, USA",9/6/25 22:26,6,22
733375,517876,30.2849305,-97.7437007,30.2897889,-97.7488882,"West Campus, W 22nd St, Austin, United States, 78705","Sigma Alpha Mu, Leon Street, Austin, TX, USA",9/6/25 22:20,13,18
733362,588512,30.2942438,-97.7366595,30.2674331,-97.7397601,"North University, E 30th St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 22:26,10,21
733354,111685,30.2452362,-97.7790995,30.2923073,-97.7406306,"South Lamar, S Lamar Blvd, Austin, United States, 78704","Phi Gamma Delta, Hemphill Park, Austin, TX, USA",9/6/25 22:25,7,21
733352,597251,30.2542555,-97.6978552,30.2686635,-97.7420691,"Govalle, E 7th St, Austin, United States, 78702","Upstairs at Caroline, East 7th Street, Austin, TX, USA",9/6/25 22:25,7,24
733345,293483,30.2900538,-97.7432613,30.2674331,-97.7397601,"The Drag, Seton Ave, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 22:20,14,19
733343,327135,30.2530523,-97.7109049,30.2670911,-97.7368338,"Govalle, Linden St, Austin, United States, 78702","Barbarella Austin, Red River Street, Austin, TX, USA",9/6/25 22:24,5,27
733342,598510,30.2665811,-97.7384604,30.2640032,-97.7287525,"Sixth Street, Neches St, Austin, United States, 78701","Latchkey, East 6th Street, Austin, TX, USA",9/6/25 22:15,10,24
733338,595412,30.2318136,-97.7653927,30.2662562,-97.7355382,"Dawson, Lightsey Rd, Austin, United States, 78704","Mala Vida, East 6th Street, Austin, TX, USA",9/6/25 22:23,14,29
733332,199193,30.4171884,-97.8910806,30.264064,-97.7301917,"Travis Northwest, Lakeview Dr, Austin, United States, 78732","Austin Garden & Studio, East 6th Street, Austin, TX, USA",9/6/25 22:52,9,26
733325,525179,30.2874808,-97.7449826,30.267361,-97.740835,"West Campus, Rio Grande St, Austin, United States, 78705","Soho Lounge, East 6th Street, Austin, TX, USA",9/6/25 22:23,13,18
733324,339759,30.2898009,-97.7432081,30.2674331,-97.7397601,"The Drag, Seton Ave, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 22:15,10,19
733293,75945,30.287253,-97.7506261,30.2915304,-97.7413923,"West Campus, Longview St, Austin, United States, 78705","Mockingbird Saloon, Guadalupe Street, Austin, TX, USA",9/6/25 22:19,9,21
733288,68974,30.2651268,-97.7287079,30.2670911,-97.7368338,"East End, E 7th St, Austin, United States, 78702","Barbarella Austin, Red River Street, Austin, TX, USA",9/6/25 22:15,8,27
733284,594974,30.2641232,-97.7380129,30.2589511,-97.7385214,"Convention Center District, Red River St, Austin, United States, 78701","Banger's, Rainey Street, Austin, TX, USA",9/6/25 22:15,12,34
733281,111603,30.2809654,-97.7405314,30.2928922,-97.7439645,"Downtown, Lavaca St, Austin, United States, 78701","Chi Omega, Rio Grande Street, Austin, TX, USA",9/6/25 22:11,9,20
733275,132383,30.2899643,-97.7332103,30.2703075,-97.7484259,"Hancock, Park Pl, Austin, United States, 78705","Wiggle Room, Nueces Street, Austin, TX, USA",9/6/25 22:16,12,25
733259,339807,30.2967574,-97.6580168,30.2814818,-97.7425041,"Mlk-183, Loyola Ln, Austin, United States, 78723","Raising Cane's Chicken Fingers, West Martin Luther King Junior Boulevard, Austin, TX, USA",9/6/25 22:27,13,20
733246,38571,30.277075,-97.7511169,30.2947555,-97.7459696,"The Tavern, West 12th Street, Austin, TX, USA","2816 San Pedro Street, Austin, TX, USA",9/6/25 22:11,8,21
733245,196399,30.2875406,-97.7463313,30.2674331,-97.7397601,"West Campus, W 23rd St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 22:05,12,21
733244,335313,30.2875028,-97.7449624,30.267361,-97.740835,"The Drag, Rio Grande St, Austin, United States, 78705","Soho Lounge, East 6th Street, Austin, TX, USA",9/6/25 22:16,14,21
733243,196437,30.2773451,-97.7511302,30.2890937,-97.7469643,"West End, N Lamar Blvd, Austin, United States, 78703","Sigma Alpha Epsilon, Pearl Street, Austin, TX, USA",9/6/25 22:12,9,20
733218,285323,30.2454328,-97.7575018,30.290488,-97.748764,"Bouldin Creek, Johanna St W, Austin, United States, 78704","University of Texas KA house, Leon Street, Austin, TX, USA",9/6/25 22:21,13,18
733216,178284,30.2457596,-97.7572689,30.290488,-97.748764,"Bouldin Creek, S 1st St, Austin, United States, 78704","University of Texas KA house, Leon Street, Austin, TX, USA",9/6/25 22:23,12,24
733210,355410,30.2477248,-97.7549472,30.2876549,-97.749876,"Bouldin Creek, S 1st St, Austin, United States, 78704","2304 Leon Street, Austin, TX, USA",9/6/25 22:18,11,20
733204,332220,30.2967588,-97.6580462,30.2858573,-97.7441105,"Mlk-183, Loyola Ln, Austin, United States, 78723","Rise at West Campus, Nueces Street, Austin, TX, USA",9/6/25 22:30,8,19
733197,460065,30.2876668,-97.7454894,30.2666863,-97.7393895,"West Campus, W 24th St, Austin, United States, 78705","Sixth Street, E 6th St, Austin, United States, 78701",9/6/25 22:13,8,23
733184,596139,30.2411233,-97.7239599,30.2675505,-97.7439407,"Riverside, Elmont Dr, Austin, United States, 78741","LUNA Rooftop, West 5th Street, Austin, TX, USA",9/6/25 22:20,13,22
733183,86488,30.2588726,-97.7384329,30.2670911,-97.7368338,"Downtown, Rainey St, Austin, United States, 78701","Barbarella Austin, Red River Street, Austin, TX, USA",9/6/25 22:10,10,32
733175,30668,30.2330169,-97.6958189,30.1805938,-97.6863795,"Montopolis, Circulo de Amistad, Austin, United States, 78741","The Concourse Project, Burleson Road, Austin, TX, USA",9/6/25 22:14,13,29
733170,582703,30.2968251,-97.6585318,30.2852936,-97.7432677,"Mlk-183, Loyola Ln, Austin, United States, 78723","2200 San Antonio Street, Austin, TX, USA",9/6/25 22:18,10,18
733169,191294,30.2963337,-97.6580297,30.2878405,-97.7451265,"Mlk-183, Loyola Ln, Austin, United States, 78723","Union on 24th, West 24th Street, Austin, TX, USA",9/6/25 22:20,9,19
733167,386934,30.2697716,-97.749681,30.3317454,-97.9244707,"Market District, W 6th St, Austin, United States, 78701","1201 South Quinlan Park Road, Austin, TX 78732, USA",9/6/25 22:04,8,39
733166,499702,30.2549658,-97.7318025,30.270302,-97.7485024,"East Cesar Chavez, Holly St, Austin, United States, 78702","The Cat's Pajamas, Nueces Street, Austin, TX, USA",9/6/25 22:06,12,23
733158,165207,30.2592698,-97.7491905,30.269194,-97.7476628,"Bouldin Creek, W Riverside Dr, Austin, United States, 78704","Mayfair Austin, West 6th Street, Austin, TX, USA",9/6/25 22:01,6,31
733156,43078,30.3761781,-97.7972648,30.2695772,-97.7486187,"Northwest Austin, Anaqua Dr, Austin, United States, 78750","Parlor and Yard, West 6th Street, Austin, TX, USA",9/6/25 22:16,14,23
733153,115031,30.2694992,-97.7476705,30.2640032,-97.7287525,"Market District, W 6th St, Austin, United States, 78701","Latchkey, East 6th Street, Austin, TX, USA",9/6/25 21:57,13,27
733149,596754,30.3684857,-97.7679599,30.2662955,-97.7451516,"7601 Long Point Drive, Austin, TX, USA","Coconut Club, Colorado Street, Austin, TX, USA",9/6/25 22:15,10,38
733141,494177,30.439172,-97.689861,30.2641192,-97.7292582,"Austin, United States, 78728","The Lucky Duck, East 6th Street, Austin, TX, USA",9/6/25 22:37,7,28
733138,332686,30.2968274,-97.6586443,30.2878405,-97.7451265,"Mlk-183, Loyola Ln, Austin, United States, 78723","Union on 24th, West 24th Street, Austin, TX, USA",9/6/25 22:12,13,21
733133,243311,30.2643321,-97.7200494,30.266615,-97.7386345,"Central East Austin, Lincoln St, Austin, United States, 78702","Pete's Peanut Bar & Piano, East 6th Street, Austin, TX, USA",9/6/25 21:52,9,23
733130,339712,30.2907824,-97.7494012,30.2674331,-97.7397601,"West Campus, Leon St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 22:01,8,22
733126,13024,30.3116761,-97.8031183,30.274502,-97.765019,"The High Rd, Austin, United States, 78746","Mean Eyed Cat, West 5th Street, Austin, TX, USA",9/6/25 22:05,9,23
733123,375297,30.2967687,-97.6585191,30.2878405,-97.7451265,"Mlk-183, Loyola Ln, Austin, United States, 78723","Union on 24th, West 24th Street, Austin, TX, USA",9/6/25 22:16,8,21
733105,199848,30.2870717,-97.7456667,30.2674331,-97.7397601,"West Campus, W 23rd St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 22:02,9,20
733095,66397,30.2887871,-97.7496064,30.269194,-97.7476628,"West Campus, Leon St, Austin, United States, 78705","Mayfair Austin, West 6th Street, Austin, TX, USA",9/6/25 22:07,7,25
733090,581472,30.2895553,-97.7426644,30.2674331,-97.7397601,"The Drag, Nueces St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 21:50,10,18
733088,113035,30.2451142,-97.7794331,30.2923073,-97.7406306,"South Lamar, S Lamar Blvd, Austin, United States, 78704","Phi Gamma Delta, Hemphill Park, Austin, TX, USA",9/6/25 22:09,6,26
733085,336101,30.2882246,-97.7450635,30.2674331,-97.7397601,"West Campus, W 24th St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 21:51,9,19
733081,43453,30.2701896,-97.7487164,30.3399661,-97.725896,"Market District, W 6th St, Austin, United States, 78701","1309 Justin Lane unit 1, Austin, TX 78757, USA",9/6/25 22:03,7,22
733079,493979,30.317474,-97.7221754,30.2671328,-97.7366559,"North Loop, E North Loop Blvd, Austin, United States, 78751","Swan Dive, Red River Street, Austin, TX, USA",9/6/25 22:07,10,30
733076,339598,30.2841838,-97.7436292,30.2674331,-97.7397601,"West Campus, Nueces St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 21:59,11,20
733075,591341,30.3352856,-97.759314,30.2741122,-97.7633659,"Balcones, Balcones Dr, Austin, United States, 78731","Donn's Depot, West 5th Street, Austin, TX, USA",9/6/25 22:05,7,30
733074,440399,30.288263,-97.7840536,30.2878405,-97.7451265,"Tarrytown, Lake Austin Blvd, Austin, United States, 78703","Union on 24th, West 24th Street, Austin, TX, USA",9/6/25 21:59,7,22
733062,361070,30.2413372,-97.7636497,30.2662562,-97.7355382,"Galindo, S 4th St, Austin, United States, 78704","Mala Vida, East 6th Street, Austin, TX, USA",9/6/25 22:01,10,25
733039,45706,30.296756,-97.6585576,30.2670127,-97.7401637,"Mlk-183, Loyola Ln, Austin, United States, 78723","Moonlight, East 6th Street, Austin, TX, USA",9/6/25 22:04,7,22
733029,433742,30.2967685,-97.6585331,30.267788,-97.7459658,"Mlk-183, Loyola Ln, Austin, United States, 78723","Hanover Republic Square, West 5th Street, Austin, TX, USA",9/6/25 22:12,14,22
733026,335314,30.2892804,-97.7425865,30.2674331,-97.7397601,"The Drag, W 25th St, Austin, United States, 78705","Shakespeare's Pub, East 6th Street, Austin, TX, USA",9/6/25 21:52,14,24
733021,584169,30.2894981,-97.7425917,30.2674331,-97.7397601,"The Drag, Nueces St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 21:57,8,21
733008,249785,30.2968531,-97.6585327,30.2878405,-97.7451265,"Mlk-183, Loyola Ln, Austin, United States, 78723","Union on 24th, West 24th Street, Austin, TX, USA",9/6/25 22:07,7,23
733001,90249,30.2595296,-97.6722972,30.2920464,-97.7343548,"Ed Bluestein Blvd, Austin, United States, 78725","3000 Duval Street, Austin, TX, USA",9/6/25 22:03,10,22
732995,584451,30.2895377,-97.7425739,30.2674331,-97.7397601,"The Drag, Nueces St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 21:40,14,18
732992,77472,30.287482,-97.7464053,30.1805938,-97.6863795,"West Campus, W 23rd St, Austin, United States, 78705","The Concourse Project, Burleson Road, Austin, TX, USA",9/6/25 21:41,7,21
732991,581980,30.2893388,-97.7425303,30.2674331,-97.7397601,"The Drag, San Antonio St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 21:55,14,19
732989,216526,30.3105016,-97.8675708,30.2808036,-97.7825318,"Crystal Creek Dr, Austin, United States, 78746","2800 Stratford Drive, Austin, TX, USA",9/6/25 21:56,9,19
732985,133255,30.3230948,-97.6849428,30.2669106,-97.7391248,"Coronado Hills, Creekside Dr, Austin, United States, 78752","The Aquarium on 6th, East 6th Street, Austin, TX, USA",9/6/25 21:55,14,23
732984,46283,30.2451959,-97.7791216,30.2915157,-97.7461052,"South Lamar, S Lamar Blvd, Austin, United States, 78704","901 Shoal Cliff Ct, Austin, TX, USA",9/6/25 21:48,14,25
732975,435047,30.2893031,-97.7426458,30.2674331,-97.7397601,"The Drag, W 25th St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 21:42,8,19
732974,597716,30.2968711,-97.6587172,30.2875846,-97.7459858,"Mlk-183, Loyola Ln, Austin, United States, 78723","West Campus, W 23rd St, Austin, United States, 78705",9/6/25 21:48,14,21
732971,579469,30.2895832,-97.7425659,30.2674331,-97.7397601,"The Drag, Nueces St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 21:48,13,18
732970,166246,30.2459417,-97.7287761,30.2696809,-97.7492075,"Riverside, S Lakeshore Blvd, Austin, United States, 78741","The Rustic Tap, West 6th Street, Austin, TX, USA",9/6/25 21:47,10,23
732969,579483,30.289371,-97.742711,30.2674331,-97.7397601,"Phi Kappa Psi, Nueces Street, Austin, TX, USA","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 21:50,11,18
732968,584448,30.2894617,-97.7426384,30.2674331,-97.7397601,"The Drag, Nueces St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 21:49,12,19
732965,345395,30.4002375,-97.7485649,30.2634183,-97.7272288,"Great Hills, Jollyville Rd, Austin, United States, 78759","HOTEL VEGAS, East 6th Street, Austin, TX, USA",9/6/25 22:04,8,27
732961,584430,30.2894261,-97.742562,30.2674331,-97.7397601,"The Drag, San Antonio St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 21:36,13,18
732959,369236,30.267448,-97.7466824,30.2564596,-97.7388398,"Warehouse District, Guadalupe St, Austin, United States, 78701","Natiivo Austin, East Avenue, Austin, TX, USA",9/6/25 21:48,8,21
732956,429016,30.2851284,-97.7438182,30.2680302,-97.7389914,"West Campus, W 22nd St, Austin, United States, 78705","East 7th Street & Trinity Street, Austin, TX, USA",9/6/25 21:42,7,19
732950,593765,30.2673963,-97.7399375,30.270302,-97.7485024,"Sixth Street, E 6th St, Austin, United States, 78701","The Cat's Pajamas, Nueces Street, Austin, TX, USA",9/6/25 21:32,10,26
732947,579420,30.2894646,-97.7426495,30.2674331,-97.7397601,"The Drag, Nueces St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 21:46,14,19
732944,584479,30.2894755,-97.7425961,30.2674331,-97.7397601,"The Drag, Nueces St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 21:38,12,18
732942,582790,30.2894476,-97.7428707,30.2674331,-97.7397601,"The Drag, Nueces St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 21:39,14,18
732939,598410,30.2400757,-97.710572,30.2662562,-97.7355382,"Pleasant Valley, Crossing Pl, Austin, United States, 78741","Mala Vida, East 6th Street, Austin, TX, USA",9/6/25 21:51,7,28
732937,351569,30.289371,-97.742711,30.2674331,-97.7397601,"Phi Kappa Psi, Nueces Street, Austin, TX, USA","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 21:43,13,18
732935,345455,30.2894528,-97.742911,30.2674331,-97.7397601,"The Drag, Nueces St, Austin, United States, 78705","Shakespeare's Pub, East 6th Street, Austin, TX, USA",9/6/25 21:42,14,19
732932,578320,30.2894299,-97.7426131,30.2674331,-97.7397601,"The Drag, W 25th St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 21:43,13,18
732927,592808,30.2892502,-97.7426257,30.2674331,-97.7397601,"The Drag, W 25th St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 21:36,11,18
732926,590994,30.2894329,-97.7426305,30.2674331,-97.7397601,"The Drag, W 25th St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 21:30,11,18
732925,583282,30.2895189,-97.7425776,30.2674331,-97.7397601,"The Drag, Nueces St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 21:36,12,18
732919,579460,30.2893732,-97.7426659,30.2674331,-97.7397601,"The Drag, W 25th St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 21:34,14,21
732916,582104,30.2893776,-97.7425436,30.2674331,-97.7397601,"The Drag, San Antonio St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 21:32,14,19
732915,584459,30.2892624,-97.7425892,30.2674331,-97.7397601,"The Drag, W 25th St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 21:33,11,21
732913,581961,30.2893111,-97.7430442,30.2674331,-97.7397601,"The Drag, Nueces St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 21:32,8,18
732908,239511,30.2894943,-97.742551,30.2674331,-97.7397601,"The Drag, San Antonio St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 21:34,14,24
732905,344549,30.2894193,-97.7426557,30.2674331,-97.7397601,"The Drag, Nueces St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 21:30,14,19
732893,408353,30.2894002,-97.7425367,30.2674331,-97.7397601,"The Drag, San Antonio St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 21:26,10,19
732887,100402,30.5317275,-97.673898,30.2641192,-97.7292582,"Willowbend Estates, Willow Bend Dr, Round Rock, United States, 78664","The Lucky Duck, East 6th Street, Austin, TX, USA",9/6/25 21:51,8,26
732883,596030,30.2788902,-97.6931383,30.3363069,-97.7210294,"Mlk, Deloney St, Austin, United States, 78721","6808 North Lamar Boulevard, Austin, TX, USA",9/6/25 21:33,9,21
732875,346315,30.2529807,-97.7023199,30.2778835,-97.772559,"Govalle, E Fifth St, Austin, United States, 78702","Deep Eddy Cabaret, Lake Austin Boulevard, Austin, TX, USA",9/6/25 21:35,8,41
732869,335911,30.2894818,-97.7428743,30.2674331,-97.7397601,"The Drag, Nueces St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 21:29,13,20
732866,318509,30.2522778,-97.7014033,30.2633219,-97.7277282,"Govalle, E Cesar Chavez St, Austin, United States, 78702","Mother's Ruin, East 6th Street, Austin, TX, USA",9/6/25 21:23,9,28
732861,584460,30.289388,-97.7426246,30.2674331,-97.7397601,"The Drag, W 25th St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 21:24,13,18
732858,185201,30.2968133,-97.6586046,30.2852936,-97.7432677,"Mlk-183, Loyola Ln, Austin, United States, 78723","Icon at Austin, San Antonio Street, Austin, TX, USA",9/6/25 21:39,14,23
732855,187918,30.29681,-97.6585727,30.2881702,-97.7443584,"Mlk-183, Loyola Ln, Austin, United States, 78723","Yugo Austin Rio, West 24th Street, Austin, TX, USA",9/6/25 21:40,14,20
732850,181230,30.2968564,-97.6587372,30.2838011,-97.7442647,"Mlk-183, Loyola Ln, Austin, United States, 78723","Torre Student Living, Nueces Street, Austin, TX, USA",9/6/25 21:46,14,27
732849,594294,30.2971267,-97.6580747,30.2873853,-97.7424943,"Austin Rugby Club, Loyola Lane, Austin, TX, USA","The Castilian, San Antonio Street, Austin, TX, USA",9/6/25 21:39,14,18
732845,598133,30.3642723,-97.7925146,30.1805938,-97.6863795,"6500 Champion Grandview Way, Austin, TX, USA","The Concourse Project, Burleson Road, Austin, TX, USA",9/6/25 21:36,10,25
732844,509353,30.2763554,-97.706371,30.270302,-97.7485023,"East Austin, E 12th St, Austin, United States, 78702","Beez Kneez, Nueces Street, Austin, TX, USA",9/6/25 21:32,9,30
732842,332052,30.5725299,-97.6029801,30.2703689,-97.7503908,"Siena, Bellissima Way, Round Rock, United States, 78665","Green Light Social, West 6th Street, Austin, TX, USA",9/6/25 22:00,11,22
732839,185041,30.2878344,-97.7445448,30.2677886,-97.7462773,"The Drag, Rio Grande St, Austin, United States, 78705","The Roosevelt Room, West 5th Street, Austin, TX, USA",9/6/25 21:20,10,20
732836,72562,30.296753,-97.6585467,30.2818466,-97.7435691,"Mlk-183, Loyola Ln, Austin, United States, 78723","P. Terry's Burger Stand, West Martin Luther King Junior Boulevard, Austin, TX, USA",9/6/25 21:48,8,21
732834,592815,30.2894572,-97.7425471,30.2674331,-97.7397601,"The Drag, San Antonio St, Austin, United States, 78705","Shakespeare's, East 6th Street, Austin, TX, USA",9/6/25 21:23,7,18
732830,225027,30.2448819,-97.7622598,30.2975988,-97.7775842,"Bouldin Creek, W Live Oak St, Austin, United States, 78704","1901 Robinhood Trail, Austin, TX, USA",9/6/25 21:31,7,16
732828,585740,30.2967186,-97.6584247,30.2852936,-97.7432677,"Mlk-183, Loyola Ln, Austin, United States, 78723","2200 San Antonio Street, Austin, TX, USA",9/6/25 21:40,13,19
732823,115580,30.2967526,-97.6583444,30.2876707,-97.7444924,"Mlk-183, Loyola Ln, Austin, United States, 78723","Villas on 24th, Rio Grande Street, Austin, TX, USA",9/6/25 21:19,14,19
732821,74246,30.2968574,-97.6585083,30.2878405,-97.7451265,"Mlk-183, Loyola Ln, Austin, Estados Unidos da Am茅rica, 78723","Union on 24th, West 24th Street, Austin, TX, EUA",9/6/25 21:36,10,20
732818,49858,30.2335055,-97.7379567,30.2593354,-97.7463655,"East Riverside, E Oltorf St, Austin, United States, 78741","YETI, South Congress Avenue, Austin, TX, USA",9/6/25 21:19,11,29
732810,427446,30.3318208,-97.9223656,30.270302,-97.7485023,"Travis Northwest, Terjo Ln, Austin, United States, 78732","Beez Kneez, Nueces Street, Austin, TX, USA",9/6/25 21:40,14,27
732801,598292,30.24531,-97.7791057,30.2674455,-97.7395692,"South Lamar, S Lamar Blvd, Austin, United States, 78704","Comedy Mothership, East 6th Street, Austin, TX, USA",9/6/25 21:26,8,29
732800,86880,30.2451141,-97.7793938,30.2870344,-97.7497803,"South Lamar, S Lamar Blvd, Austin, United States, 78704","2218 Leon Street, Austin, TX, USA",9/6/25 21:18,14,21
732797,73262,30.304326,-97.7262089,30.2915304,-97.7413923,"Hancock, Duval St, Austin, United States, 78751","Mockingbird Saloon, Guadalupe Street, Austin, TX, USA",9/6/25 21:20,14,21
